trial,truth,z_A,dec_A,z_B,dec_B,team_UW,team_WCS,team_DSS,team_CF,team_BF
1106,0,1.797376589597702,1,0.014548356975029986,1,1,1,1,1,1
1107,0,0.4871101984887657,1,-2.006958648554557,0,0,0,0,0,1
1108,1,0.809202492486641,1,0.29660460482618023,1,1,1,1,1,1
1109,0,0.8250793326254454,1,-1.5772665604142775,0,0,0,0,1,1
1110,0,-1.7686348859893721,0,-0.43686390297702626,0,0,0,0,0,0
1111,0,-0.8886148787694939,0,-2.7152796768897387,0,0,0,0,0,0
1112,1,2.0442503964023793,1,-1.1408322683752425,0,1,1,1,1,1
1113,1,-1.2670601808949646,0,1.5890336088401877,1,1,1,1,1,0
1114,1,1.1604577749588048,1,0.7690531760065605,1,1,1,1,1,1
1115,0,-0.0678238401548461,0,-0.753815847479667,0,0,0,0,0,0
1116,0,1.3692258168221625,1,-1.3087433226862226,0,1,1,1,0,1
1117,1,-0.9829554197222364,0,-0.6842539175870931,0,0,0,0,0,0
1118,0,1.0096310570316334,1,-0.19984424491147426,0,1,1,1,1,1
1119,1,0.040529256851097206,1,0.05636769040765405,1,1,1,1,1,1
1120,1,0.15299054008814517,1,1.9466471833172765,1,1,1,1,1,1
1121,0,-1.8220043869597933,0,-0.5847637200103499,0,0,0,0,0,0
1122,1,-0.4878520374669252,0,0.45872049224453354,1,0,0,0,1,0
1123,0,-0.19647765254607757,0,-1.7885034680553713,0,0,0,0,0,0
1124,0,-1.7123319147813554,0,-0.7606992251771396,0,0,0,0,0,0
1125,1,1.3402843336529155,1,0.5769914050679861,1,1,1,1,1,1
1126,1,-0.0629660469697535,0,0.027214288786813257,1,0,0,0,1,0
1127,1,-0.6130338058486476,0,-0.08562853357423228,0,0,0,0,0,0
1128,1,0.07219085364010547,1,0.7269096256153231,1,1,1,1,1,1
1129,1,0.9367071917563058,1,1.9148232815609894,1,1,1,1,1,1
1130,1,0.3226467380689806,1,0.5449693703078273,1,1,1,1,1,1
1131,1,0.6342101183327984,1,1.5441862834731377,1,1,1,1,1,1
1132,0,0.09620746183608397,1,0.2216023775187822,1,1,1,1,1,1
1133,1,1.6824214516169484,1,1.4843533746678506,1,1,1,1,1,1
1134,1,0.289904691410569,1,-0.2097199233466377,0,1,1,1,1,1
1135,0,-1.6442220155761587,0,-0.6069274949844019,0,0,0,0,0,0
1136,0,-0.5239055210774838,0,-0.6027735707646646,0,0,0,0,0,0
1137,0,-0.12935041389592822,0,0.14627723656397584,1,1,1,1,1,0
1138,0,-2.0607253059719506,0,0.39241282221186413,1,0,0,0,1,0
1139,1,-0.29060829700758506,0,0.5250561911118912,1,1,1,1,1,0
1140,0,-1.319186895962941,0,0.4767065773758641,1,0,0,0,1,0
1141,1,0.3921778112796235,1,-0.16333147698137285,0,1,1,1,1,1
1142,1,-0.16103390362678582,0,1.2853775528991251,1,1,1,1,1,0
1143,1,1.3070407250968996,1,1.4158094421858678,1,1,1,1,1,1
1144,0,-2.2051332014584175,0,0.27749634592466343,1,0,0,0,0,0
1145,0,-2.1797186971944247,0,-0.265830216518787,0,0,0,0,0,0
1146,1,0.2661111884885376,1,1.1133233324049665,1,1,1,1,1,1
1147,1,0.4243471958601433,1,-0.4940044652384896,0,0,0,0,0,1
1148,0,-2.0546438728581036,0,-0.20163773563979148,0,0,0,0,0,0
1149,1,-0.006748842647564812,0,0.7005104768251225,1,1,1,1,1,0
1150,0,-1.0010438174190892,0,-1.729515663151485,0,0,0,0,0,0
1151,1,0.20670205297785438,1,0.8745842529395207,1,1,1,1,1,1
1152,0,-0.44811851671070857,0,-1.6488187256818154,0,0,0,0,0,0
1153,0,-1.261578884423562,0,-0.8279182979094311,0,0,0,0,0,0
1154,1,2.0778363000082734,1,0.4397609592762985,1,1,1,1,1,1
1155,0,-0.11179536026642772,0,-1.1307363846328067,0,0,0,0,0,0
1156,0,-1.407113520641322,0,-0.3174459613796819,0,0,0,0,0,0
1157,0,-0.5054885066324271,0,-0.3334430095637801,0,0,0,0,0,0
1158,0,-0.475984681394395,0,-1.220181639358841,0,0,0,0,0,0
1159,1,1.814721474497781,1,0.9679744588243309,1,1,1,1,1,1
1160,0,-1.2003824289163512,0,-1.1641565033062318,0,0,0,0,0,0
1161,1,1.3673386977205735,1,2.6879743747346945,1,1,1,1,1,1
1162,1,0.6418544757824776,1,0.2905211766693953,1,1,1,1,1,1
1163,0,0.8915665164487662,1,-1.5712941449900324,0,0,0,0,0,1
1164,0,0.690891452639408,1,-1.384341766213772,0,0,0,0,1,1
1165,1,0.7969793045926004,1,1.5475804646983011,1,1,1,1,1,1
1166,1,0.33771737898393944,1,-0.009151649718454002,0,1,1,1,0,1
1167,1,1.1066059096794558,1,-0.9637638078299683,0,1,1,1,0,1
1168,1,0.4195499728728339,1,1.253712747127767,1,1,1,1,1,1
1169,0,1.080307105978335,1,-0.8155738877780827,0,1,1,1,0,1
1170,0,-0.521529921822988,0,0.2534195111193511,1,0,0,0,0,0
1171,1,0.19435736748716276,1,1.335566025656127,1,1,1,1,1,1
1172,0,-1.0596150860739257,0,-0.1255364611914554,0,0,0,0,0,0
1173,1,-0.6130355851987074,0,2.795907395685333,1,1,1,1,1,0
1174,1,1.1565591280933227,1,-1.3247424929332237,0,0,0,0,1,1
1175,1,-0.22001120263950258,0,-0.4179500752718084,0,0,0,0,0,0
1176,0,0.49814825218774705,1,-0.6559500046039572,0,0,0,0,1,1
1177,0,-1.892935054001573,0,1.8611735286081217,1,0,0,0,1,0
1178,0,-0.4727585510267497,0,1.3980024701022122,1,1,1,1,0,0
1179,0,0.5502237584974535,1,0.8886908673939161,1,1,1,1,1,1
1180,1,-1.5522470646236362,0,-0.3941239407459102,0,0,0,0,0,0
1181,0,1.4182655437921858,1,-1.0775147397704297,0,1,1,1,1,1
1182,0,-1.0252851971981094,0,-1.2285600351404542,0,0,0,0,0,0
1183,0,-0.4589046178378607,0,-1.1834268880407628,0,0,0,0,0,0
1184,0,-0.02855077448365617,0,1.0927046072759743,1,1,1,1,1,0
1185,1,1.3261290561155534,1,0.15623287660415627,1,1,1,1,1,1
1186,0,-0.3261160617403178,0,-0.5114981646439424,0,0,0,0,0,0
1187,1,1.5973845837063676,1,1.1743867869234315,1,1,1,1,1,1
1188,0,-0.08092928707818736,0,-2.0635279740339745,0,0,0,0,0,0
1189,1,2.3608811400323035,1,0.4526458212691391,1,1,1,1,1,1
1190,0,-0.07767245714540272,0,-1.4968717286729207,0,0,0,0,0,0
1191,0,1.364635519883087,1,-0.6944149205583185,0,1,1,1,1,1
1192,1,1.501078840237656,1,-0.18642069395921257,0,1,1,1,0,1
1193,1,-1.2057501257682626,0,-0.23798074603125696,0,0,0,0,0,0
1194,1,3.2111026783878414,1,0.6255818067063648,1,1,1,1,1,1
1195,0,-1.1743441084772188,0,-0.17878659760748863,0,0,0,0,0,0
1196,0,0.8955440152017352,1,-0.6198205892339851,0,1,1,1,1,1
1197,1,0.6267934431194384,1,0.7706843429911563,1,1,1,1,1,1
1198,0,0.4610902576025796,1,-1.2686145408535492,0,0,0,0,1,1
1199,1,-0.08847891086579407,0,1.0815858690394275,1,1,1,1,1,0
1200,1,1.225744543089588,1,0.1938009778423942,1,1,1,1,1,1
1201,1,0.34680945460559454,1,-0.08366356213789705,0,1,1,1,0,1
1202,1,2.1790031115898887,1,-0.3947588117029813,0,1,1,1,0,1
1203,1,1.0386681674170093,1,0.1586025395333183,1,1,1,1,1,1
1204,0,0.33594264130156626,1,1.4706392568459226,1,1,1,1,1,1
1205,0,-2.7640768714730704,0,-0.4633137701025897,0,0,0,0,0,0
1206,1,0.5144273202113747,1,-0.744403536143439,0,0,0,0,1,1
1207,0,-0.1894483649417042,0,0.5188190667850462,1,1,1,1,1,0
1208,0,-0.3763850935602928,0,-0.8719284357917542,0,0,0,0,0,0
1209,0,0.3611572137178506,1,-0.11624099564752949,0,1,1,1,0,1
1210,1,0.23409575486254547,1,-0.20566055042657805,0,1,1,1,0,1
1211,1,0.6487871050346306,1,1.6807733161431697,1,1,1,1,1,1
1212,1,1.781226764414992,1,-0.190759756645964,0,1,1,1,0,1
1213,0,-2.878689003445357,0,0.9978579785775362,1,0,0,0,1,0
1214,0,-0.010649498361658738,0,-1.4492605845287865,0,0,0,0,0,0
1215,1,0.2661151740064467,1,0.10709361428452036,1,1,1,1,1,1
1216,0,-1.5123181245536212,0,0.9999957859067813,1,0,0,0,1,0
1217,1,0.93654422427598,1,0.5681742247813388,1,1,1,1,1,1
1218,1,1.8274512968086554,1,2.6714659418056326,1,1,1,1,1,1
1219,0,0.439143831484181,1,-0.6691404492380172,0,0,0,0,0,1
1220,0,-0.7351130309066286,0,-0.14295714703932627,0,0,0,0,0,0
1221,0,0.2757409637609486,1,1.5051492720488175,1,1,1,1,1,1
1222,1,1.4680678984458442,1,-1.1139232167422684,0,1,1,1,1,1
1223,1,0.5126287295068331,1,-1.2377500331815376,0,0,0,0,0,1
1224,0,-1.2930805519882078,0,-1.1955081772094083,0,0,0,0,0,0
1225,1,-0.03523403112232992,0,1.2133726894733257,1,1,1,1,0,0
1226,0,0.23785334886813703,1,-2.009851183331939,0,0,0,0,1,1
1227,0,-0.6421468137126907,0,0.19704905656201976,1,0,0,0,1,0
1228,1,-0.44618221973058836,0,0.9267066944888934,1,1,1,1,0,0
1229,0,-2.284862835509125,0,1.614390233201957,1,0,0,0,0,0
1230,0,0.23183145209637945,1,0.6454849255123724,1,1,1,1,1,1
1231,1,0.05322157773577618,1,0.7640502374977759,1,1,1,1,1,1
1232,0,-0.26961224434401826,0,0.9591329351529602,1,1,1,1,0,0
1233,1,1.8397069070691234,1,0.9389039411148667,1,1,1,1,1,1
1234,0,-1.908924476853485,0,-0.8600700546272022,0,0,0,0,0,0
1235,0,-0.6451373805128449,0,-1.5446057770488615,0,0,0,0,0,0
1236,0,-0.7706941462188697,0,-0.9693656036930808,0,0,0,0,0,0
1237,0,-0.22025712437203937,0,-0.44007387454711766,0,0,0,0,0,0
1238,0,0.6391599984204347,1,-0.2249815946503962,0,1,1,1,1,1
1239,0,-1.929451814662408,0,-2.5351955980867587,0,0,0,0,0,0
1240,1,1.1697979487057668,1,0.18043966507600565,1,1,1,1,1,1
1241,0,0.4315237749937014,1,-0.3714182304505552,0,1,1,1,1,1
1242,0,-0.7863770639567826,0,0.14753744487984044,1,0,0,0,0,0
1243,0,-0.7374469928931235,0,1.2268008825063506,1,1,1,1,0,0
1244,0,-0.18155063101507768,0,-0.21434646455473028,0,0,0,0,0,0
1245,0,-0.25518292211021176,0,-1.309562876247718,0,0,0,0,0,0
1246,1,1.1823526073671227,1,-1.418079383601472,0,0,0,0,1,1
1247,0,-0.03871947359878325,0,0.28701095811238175,1,1,1,1,0,0
1248,1,-0.3819723056156512,0,-0.4690873594774133,0,0,0,0,0,0
1249,1,1.5902664977049434,1,1.266836977161347,1,1,1,1,1,1
1250,0,0.5667831621902383,1,0.9974201521625686,1,1,1,1,1,1
1251,0,-0.4139171063097018,0,-1.944074765979174,0,0,0,0,0,0
1252,0,-2.0941553065496668,0,0.15389255875896257,1,0,0,0,0,0
1253,1,0.4852542939999094,1,1.6926224103393444,1,1,1,1,1,1
1254,0,-0.40559412305943165,0,0.6190393252802818,1,1,1,1,1,0
1255,1,-0.5446002377868172,0,-1.6963794369104557,0,0,0,0,0,0
1256,1,0.23986193642298653,1,-0.45365204479370436,0,0,0,0,1,1
1257,1,-0.8093693875585418,0,-0.8801805057504232,0,0,0,0,0,0
1258,1,1.207292224986444,1,0.9234727551470508,1,1,1,1,1,1
1259,1,0.7659553149020513,1,0.8133266234854974,1,1,1,1,1,1
1260,0,-2.2457831648142443,0,-3.0978918779406253,0,0,0,0,0,0
1261,0,-0.24853513841801939,0,-0.7008316213278416,0,0,0,0,0,0
1262,0,-0.6565089473902912,0,0.4007198303411068,1,0,0,0,0,0
1263,1,1.1164142827544048,1,0.5479759912241222,1,1,1,1,1,1
1264,1,0.2084675662445722,1,0.5462669194998613,1,1,1,1,1,1
1265,1,-0.20147940074302417,0,0.035006313281289336,1,0,0,0,1,0
1266,0,-1.370844626457807,0,-1.4589409410746783,0,0,0,0,0,0
1267,1,0.06182978345159529,1,0.3829441761095161,1,1,1,1,1,1
1268,0,-0.581174903418953,0,-0.34790654876487564,0,0,0,0,0,0
1269,0,-0.4520415345752079,0,0.21525452033295556,1,0,0,0,1,0
1270,1,0.40928012219189713,1,1.0964999242954618,1,1,1,1,1,1
1271,0,-1.0233195489965192,0,-0.31413858083675883,0,0,0,0,0,0
1272,0,-0.9514032680054818,0,0.6949083645848314,1,0,0,0,1,0
1273,1,3.107724785506933,1,0.02507533186422911,1,1,1,1,1,1
1274,0,-1.3707251514982088,0,-1.8440245698797333,0,0,0,0,0,0
1275,0,-1.1579720085461926,0,0.07705366941820563,1,0,0,0,0,0
1276,0,2.693854108368148,1,-0.2736204456107453,0,1,1,1,1,1
1277,0,-0.17898669753944746,0,0.09693151567986341,1,0,0,0,0,0
1278,1,-0.7799806659036957,0,-0.8644513482829278,0,0,0,0,0,0
1279,1,1.4426872039772634,1,2.190796088611045,1,1,1,1,1,1
1280,0,-1.5100388892011476,0,0.3105024136636414,1,0,0,0,1,0
1281,0,0.3090615078050971,1,-0.6879968909991261,0,0,0,0,1,1
1282,0,-0.8109622793706814,0,-1.3354531459646455,0,0,0,0,0,0
1283,1,0.1602041505105926,1,1.477153410432249,1,1,1,1,1,1
1284,1,2.209164968827583,1,-0.7017697820638563,0,1,1,1,1,1
1285,1,1.166401352659245,1,2.6613648247920696,1,1,1,1,1,1
1286,0,0.37298943744920743,1,-1.0132049398993308,0,0,0,0,0,1
1287,0,-0.1650803204800536,0,1.3205052146056109,1,1,1,1,1,0
1288,0,-1.0444445237930986,0,-0.584473785072716,0,0,0,0,0,0
1289,1,1.211354420258208,1,1.9807467088203081,1,1,1,1,1,1
1290,0,0.6092153926844607,1,-1.134868506826516,0,0,0,0,0,1
1291,1,0.7347380435175533,1,0.4188363785467,1,1,1,1,1,1
1292,1,2.401642604346506,1,1.2047493301705665,1,1,1,1,1,1
1293,0,0.25048720320190865,1,0.26207713669582255,1,1,1,1,1,1
1294,0,-0.38801745022838807,0,0.7007618336578835,1,1,1,1,0,0
1295,0,-0.3485134689821821,0,-0.8874721148015647,0,0,0,0,0,0
1296,0,-0.46276287103237523,0,-0.31519162715018906,0,0,0,0,0,0
1297,0,-1.8512387855949917,0,0.8483885759980713,1,0,0,0,0,0
1298,1,0.5099278041913948,1,-0.30525550171895144,0,1,1,1,1,1
1299,0,-0.37881351465883284,0,0.17254106111840184,1,0,0,0,0,0
1300,0,-1.0160851212665287,0,-0.6191602397777503,0,0,0,0,0,0
1301,1,0.9376770187046948,1,0.6058741065826053,1,1,1,1,1,1
1302,1,0.6213074903551111,1,0.4845502164144484,1,1,1,1,1,1
1303,0,0.17369189109876848,1,-1.1882831507849643,0,0,0,0,0,1
1304,1,1.263112381065731,1,0.13930680787755234,1,1,1,1,1,1
1305,1,0.7671532875848412,1,0.5449322520767059,1,1,1,1,1,1
1306,1,-0.7672128913019983,0,0.2972760012878712,1,0,0,0,0,0
1307,1,2.3907227386811707,1,1.972735949794239,1,1,1,1,1,1
1308,0,-0.7418909985711433,0,0.6099555568163612,1,0,0,0,0,0
1309,1,0.5191135463048682,1,0.6899804984934966,1,1,1,1,1,1
1310,0,-0.9425208486993877,0,-1.1631461827195024,0,0,0,0,0,0
1311,1,0.11158834393446349,1,-0.4240230918979533,0,0,0,0,0,1
1312,1,2.144058048000524,1,2.3738110352804105,1,1,1,1,1,1
1313,0,0.7860443203860797,1,-1.4098854360721944,0,0,0,0,0,1
1314,0,-0.15560659642232916,0,-0.2861403818494761,0,0,0,0,0,0
1315,1,0.49249984556927456,1,0.7609487143486794,1,1,1,1,1,1
1316,1,1.219117985013753,1,0.08867634851669398,1,1,1,1,1,1
1317,0,-0.5262030182306272,0,-1.4022037645773593,0,0,0,0,0,0
1318,1,0.4097770816769011,1,-0.38489663900648696,0,1,1,1,0,1
1319,1,0.9381059215063301,1,-0.1465050023040284,0,1,1,1,1,1
1320,0,-1.0411577469454447,0,-1.109492869097779,0,0,0,0,0,0
1321,0,-0.3477357359965675,0,0.9277203931809305,1,1,1,1,1,0
1322,0,-0.39577907437836446,0,-0.4091259934726288,0,0,0,0,0,0
1323,1,1.2029360212579245,1,-0.12380110114761211,0,1,1,1,1,1
1324,0,-1.2191369574756088,0,-0.2930419561327945,0,0,0,0,0,0
1325,1,1.3101363528765408,1,1.0679559052949146,1,1,1,1,1,1
1326,0,-1.506311492950505,0,-0.7446197060575799,0,0,0,0,0,0
1327,1,0.027433348378761324,1,1.3019812951759153,1,1,1,1,1,1
1328,0,-1.128925059145744,0,-1.6711467743565587,0,0,0,0,0,0
1329,0,-1.672051772373678,0,0.7713036321164138,1,0,0,0,1,0
1330,1,1.6156622833856629,1,0.3910476602277793,1,1,1,1,1,1
1331,0,-1.5690524761897973,0,-0.44801235175172843,0,0,0,0,0,0
1332,1,-0.09891633740667183,0,-0.29301432446485276,0,0,0,0,0,0
1333,1,1.855407710486642,1,-0.8278501305134135,0,1,1,1,0,1
1334,1,0.029417298146349524,1,-1.266671935815391,0,0,0,0,1,1
1335,1,0.41185731486190336,1,-0.3627766689497861,0,1,1,1,0,1
1336,0,-1.612029000916536,0,0.18767322060235236,1,0,0,0,1,0
1337,1,1.4329512076226845,1,-0.5612784223046619,0,1,1,1,0,1
1338,1,1.4467362441910652,1,-1.148448185724309,0,1,1,1,1,1
1339,0,0.13894590412344676,1,-1.3090653108377865,0,0,0,0,0,1
1340,0,-0.062470171806056296,0,-0.7848333175043152,0,0,0,0,0,0
1341,1,0.6735891110194766,1,0.054498777337647186,1,1,1,1,1,1
1342,0,-1.1243766669379844,0,-0.5288929082427645,0,0,0,0,0,0
1343,1,-0.214969306666021,0,1.4326063460518785,1,1,1,1,0,0
1344,1,1.8899055267616705,1,1.6492544380914893,1,1,1,1,1,1
1345,1,1.36480427172659,1,2.405462505389322,1,1,1,1,1,1
1346,0,-1.2933042272004243,0,-2.0249073166985685,0,0,0,0,0,0
1347,0,-0.5601682317768655,0,-1.2558839203363346,0,0,0,0,0,0
1348,0,-0.9001150929850132,0,0.2984851570597541,1,0,0,0,1,0
1349,0,-1.72821070570575,0,-0.8540312155250251,0,0,0,0,0,0
1350,1,0.7776513766213023,1,1.2607864698492321,1,1,1,1,1,1
1351,1,0.1845073357608042,1,0.607113430114827,1,1,1,1,1,1
1352,0,-1.5525366662956857,0,1.179204210036799,1,0,0,0,1,0
1353,0,-2.079132554141762,0,0.6427161139326861,1,0,0,0,1,0
1354,1,-0.9638035002056712,0,1.4610166265589815,1,1,1,1,1,0
1355,0,-0.9714261276946394,0,-0.8118716086936959,0,0,0,0,0,0
1356,1,0.5149050295750843,1,0.3025391540317282,1,1,1,1,1,1
1357,0,-1.4753008101623162,0,-0.7052534575673561,0,0,0,0,0,0
1358,1,1.2507394276572277,1,-1.105892143649907,0,1,1,1,0,1
1359,0,-0.6655465417829624,0,1.071769255495533,1,1,1,1,1,0
1360,1,1.17688531059865,1,1.1453873088432123,1,1,1,1,1,1
1361,0,-0.7829107901877077,0,-0.7450271240809377,0,0,0,0,0,0
1362,1,-0.1871176352071059,0,1.704592507459973,1,1,1,1,0,0
1363,0,-0.48588242886138605,0,-1.0303676467471554,0,0,0,0,0,0
1364,0,-1.8626745120183226,0,-2.2381344684552755,0,0,0,0,0,0
1365,1,1.1394385206366477,1,1.4073697528936147,1,1,1,1,1,1
1366,0,-1.5371492065131336,0,-1.6785602331159972,0,0,0,0,0,0
1367,0,0.3182325265334489,1,-0.5957754656239834,0,0,0,0,1,1
1368,0,-0.9384557462419147,0,-0.19387695921623982,0,0,0,0,0,0
1369,0,0.462533516309917,1,-0.01453465526123815,0,1,1,1,0,1
1370,0,-1.7226231885883152,0,0.4484010562037961,1,0,0,0,1,0
1371,1,-0.07776970072882039,0,0.9808514262675121,1,1,1,1,0,0
1372,0,-0.21906505315142938,0,0.14989252656202678,1,0,0,0,1,0
1373,1,1.770497093426755,1,-0.3907517820564913,0,1,1,1,0,1
1374,1,2.266608908314922,1,0.6942435572676573,1,1,1,1,1,1
1375,0,-0.5586338363191272,0,-1.9055499700501062,0,0,0,0,0,0
1376,1,2.4377456307867558,1,1.9621376984528296,1,1,1,1,1,1
1377,1,0.3103354501745694,1,-1.0025648238182239,0,0,0,0,0,1
1378,1,1.6987676223629724,1,0.05356016124365537,1,1,1,1,1,1
1379,0,-1.5421809969593052,0,-1.7188742390267837,0,0,0,0,0,0
1380,0,-0.17979949313674576,0,-1.130166285865652,0,0,0,0,0,0
1381,0,-2.9416930408564457,0,-0.386571584567949,0,0,0,0,0,0
1382,1,-0.5215910116531238,0,-0.12875809851600184,0,0,0,0,0,0
1383,1,1.0666767980807648,1,1.5442462581456216,1,1,1,1,1,1
1384,1,-0.7124388522005235,0,0.6269010159627963,1,0,0,0,0,0
1385,0,-0.17305038921081534,0,-0.862909729228593,0,0,0,0,0,0
1386,1,1.5064581208123635,1,0.26641807002595363,1,1,1,1,1,1
1387,0,-1.101320192718278,0,0.8197004570559355,1,0,0,0,1,0
1388,1,-0.36895295567419806,0,1.3088708832844662,1,1,1,1,1,0
1389,0,-1.0741866158547388,0,-1.538770894015411,0,0,0,0,0,0
1390,1,-0.36581231918418555,0,-0.2806517141396049,0,0,0,0,0,0
1391,1,0.4987864419840823,1,0.8747898186843714,1,1,1,1,1,1
1392,0,-0.49790937511191824,0,-0.04663341397296045,0,0,0,0,0,0
1393,0,-0.9060101230968087,0,-1.4503815413987629,0,0,0,0,0,0
1394,1,2.2743592401868216,1,1.1491265893066236,1,1,1,1,1,1
1395,0,-1.3194038196869753,0,-1.290874140186396,0,0,0,0,0,0
1396,1,1.9914331792553122,1,1.7038267738563415,1,1,1,1,1,1
1397,1,-0.4412392363121137,0,0.9294491562496214,1,1,1,1,0,0
1398,1,0.6727775699415489,1,-0.7319244506457213,0,0,0,0,0,1
1399,0,0.5831054085480695,1,-0.9290767014634118,0,0,0,0,1,1
1400,0,0.5313571522533179,1,-0.9464606145286241,0,0,0,0,0,1
1401,0,-1.020257897700235,0,-0.24012327869766917,0,0,0,0,0,0
1402,1,1.155069720071345,1,0.19602310198750955,1,1,1,1,1,1
1403,0,-0.1788209163357739,0,-1.5454889133817833,0,0,0,0,0,0
1404,0,-1.1399391785927397,0,-1.794259146222576,0,0,0,0,0,0
1405,0,0.015949937148074245,1,0.1490233343978613,1,1,1,1,1,1
1406,1,2.4624921720523725,1,0.6862368645641632,1,1,1,1,1,1
1407,0,-0.12829933493736934,0,-0.2944624427949683,0,0,0,0,0,0
1408,1,1.1663563790706708,1,0.6707318589604607,1,1,1,1,1,1
1409,1,1.2721549782007076,1,-0.21891914752503505,0,1,1,1,0,1
1410,1,-0.8609766073551405,0,0.5839923577751438,1,0,0,0,1,0
1411,1,1.0602246732062888,1,2.9385055649842675,1,1,1,1,1,1
1412,1,-0.41675957483852744,0,1.574567120747143,1,1,1,1,1,0
1413,1,0.010113059302200189,1,0.11159154904016283,1,1,1,1,1,1
1414,0,1.5619417811885028,1,-0.92337174710124,0,1,1,1,0,1
1415,1,0.34673839034119,1,-2.460439397491567,0,0,0,0,1,1
1416,1,-0.14017410429422728,0,1.468694152984698,1,1,1,1,0,0
1417,1,1.752582578901392,1,1.1866053537748127,1,1,1,1,1,1
1418,1,-0.3476770028423769,0,-0.14382796927649244,0,0,0,0,0,0
1419,1,0.15258085581032282,1,-1.0317076828771277,0,0,0,0,1,1
1420,1,1.8490521679861667,1,-0.7552674431897258,0,1,1,1,1,1
1421,0,-0.5572324346920406,0,0.044397862479422845,1,0,0,0,1,0
1422,0,-2.161597045126529,0,-0.4893407336625143,0,0,0,0,0,0
1423,0,-0.056010385677380925,0,0.29159201760728126,1,1,1,1,1,0
1424,0,-0.9964658820465088,0,-0.3135568616318167,0,0,0,0,0,0
1425,0,0.9398514865302451,1,0.5667588321164844,1,1,1,1,1,1
1426,0,-1.2061869476341336,0,-0.030424859607753096,0,0,0,0,0,0
1427,0,0.4512259737259262,1,0.42879538016068086,1,1,1,1,1,1
1428,1,2.375698032365714,1,-1.6896834109219374,0,1,1,1,1,1
1429,0,-1.4509432238115707,0,-1.63434557049746,0,0,0,0,0,0
1430,1,0.4067869792418072,1,0.03564833011237267,1,1,1,1,1,1
1431,1,0.9886252741444506,1,1.4795687849002421,1,1,1,1,1,1
1432,0,-1.4573457525541744,0,1.48052972606774,1,1,1,1,1,0
1433,0,-0.3297050532921694,0,-0.564235782386878,0,0,0,0,0,0
1434,0,-0.8249202875059922,0,-1.01158006388818,0,0,0,0,0,0
1435,1,0.35493242840663475,1,-1.554968544257803,0,0,0,0,0,1
1436,0,-0.5510616072918884,0,0.4635637640731639,1,0,0,0,1,0
1437,1,0.6712647155785642,1,-0.15019057519447687,0,1,1,1,1,1
1438,1,0.7638807690760403,1,3.358334669358155,1,1,1,1,1,1
1439,1,0.0011736545432157186,1,-0.33940392003451325,0,0,0,0,1,1
1440,0,-1.1551717243497532,0,1.7052750968606647,1,1,1,1,1,0
1441,0,-0.7185875888248304,0,0.348367383587467,1,0,0,0,0,0
1442,0,-0.6447576412357952,0,-1.4282643993213666,0,0,0,0,0,0
1443,0,-1.0388493399466168,0,-0.16785621135641346,0,0,0,0,0,0
1444,0,-0.2760603579139817,0,0.3713805265504663,1,1,1,1,1,0
1445,1,-1.2147617486751967,0,0.17474780748341698,1,0,0,0,0,0
1446,1,-0.1304662589089517,0,1.2379827105522985,1,1,1,1,1,0
1447,1,0.3200721737971454,1,1.21595715934866,1,1,1,1,1,1
1448,1,-0.256115187030605,0,0.9963385005941313,1,1,1,1,1,0
1449,0,1.029198014808891,1,-0.4164733680475056,0,1,1,1,0,1
1450,1,0.6188618467249517,1,-0.7749400893061266,0,0,0,0,0,1
1451,1,0.7767696782259033,1,0.32321462452476657,1,1,1,1,1,1
1452,1,0.11676929203453923,1,0.5760646637158431,1,1,1,1,1,1
1453,1,0.5842210796270391,1,-1.4760508710378244,0,0,0,0,0,1
1454,0,-1.8152534643027338,0,-0.23076468400865624,0,0,0,0,0,0
1455,0,-0.7698170360950735,0,-0.49680126481014336,0,0,0,0,0,0
1456,0,-1.537008428595756,0,-1.6966260707849545,0,0,0,0,0,0
1457,0,-0.8774035847561625,0,-0.7330063906917568,0,0,0,0,0,0
1458,1,-1.959916566302497,0,0.08815365316570112,1,0,0,0,1,0
1459,0,-1.7280032084435257,0,1.5300945334934188,1,0,0,0,1,0
1460,1,2.0639264045143335,1,0.620118346177367,1,1,1,1,1,1
1461,1,1.4303977491075424,1,1.436045251314599,1,1,1,1,1,1
1462,0,0.7190393359152313,1,-0.5178153044906486,0,1,1,1,0,1
1463,0,0.7877212696709238,1,-2.273916516835084,0,0,0,0,0,1
1464,1,1.2729874241644774,1,1.0723418488216234,1,1,1,1,1,1
1465,1,0.14713131462086498,1,-0.2581867295875414,0,0,0,0,0,1
1466,0,-1.6372509462656226,0,-0.7356001299879107,0,0,0,0,0,0
1467,0,0.5467446054496968,1,-1.4529712491154707,0,0,0,0,0,1
1468,1,0.6645679743873905,1,0.4727678639213599,1,1,1,1,1,1
1469,0,1.8940228163819066,1,0.6651783616224521,1,1,1,1,1,1
1470,1,0.2349020239892458,1,1.3327381084746261,1,1,1,1,1,1
1471,0,1.37289585478048,1,1.1861895077851643,1,1,1,1,1,1
1472,0,-0.7567917906957552,0,1.3279594579541114,1,1,1,1,0,0
1473,0,0.7360485972587004,1,-2.4458742302582235,0,0,0,0,1,1
1474,1,2.2966917372324547,1,-0.7936205609291319,0,1,1,1,1,1
